date,district,gender,age_group,income_level,urban_rural,sales_amt_inr,cost_amt_inr,profit_amt_inr,margin_pct,month
2023-06-27,Other,Male,26-35,Upper-middle,Urban,148.1,142.35,5.75,3.88,2023-06
2023-09-25,Bhavnagar,Female,18-25,Middle,Urban,100.4,85.0,15.4,15.34,2023-09
2023-05-04,Ahmedabad,Male,0-17,Upper-middle,Urban,182.7,153.96,28.73,15.73,2023-05
2021-09-15,Ahmedabad,Female,26-35,Middle,Urban,98.41,85.94,12.48,12.68,2021-09
2024-11-12,Bhavnagar,Male,36-50,Upper-middle,Urban,93.53,90.8,2.72,2.91,2024-11
2021-02-14,Other,Female,66+,Lower-middle,Rural,80.24,68.0,12.24,15.25,2021-02
2021-09-26,Surat,Male,26-35,Lower-middle,Rural,114.59,100.55,14.04,12.25,2021-09
2024-08-27,Other,Male,0-17,Lower-middle,Urban,99.29,93.14,6.15,6.2,2024-08
2022-11-03,Other,Female,18-25,Middle,Rural,7.56,7.04,0.51,6.78,2022-11
2023-10-16,Vadodara,Female,0-17,Low,Rural,74.99,67.92,7.07,9.43,2023-10
2024-07-25,Surat,Other,0-17,Middle,Urban,43.57,39.16,4.4,10.11,2024-07
2023-05-07,Gandhinagar,Female,26-35,High,Urban,205.56,193.8,11.76,5.72,2023-05
2021-05-25,Vadodara,Female,36-50,Upper-middle,Rural,81.82,76.69,5.13,6.27,2021-05
2021-08-23,Rajkot,Female,66+,Lower-middle,Urban,78.94,72.11,6.83,8.65,2021-08
2022-11-22,Surat,Male,36-50,Lower-middle,Urban,114.13,99.78,14.35,12.57,2022-11
2022-12-21,Other,Male,0-17,Lower-middle,Urban,137.06,116.34,20.72,15.12,2022-12
2024-03-05,Rajkot,Male,51-65,Middle,Urban,164.63,154.21,10.42,6.33,2024-03
2021-12-19,Bhavnagar,Male,51-65,Middle,Urban,136.55,125.5,11.05,8.09,2021-12
2024-11-18,Rajkot,Female,26-35,Middle,Rural,79.12,71.86,7.27,9.18,2024-11
2023-09-21,Gandhinagar,Female,26-35,Upper-middle,Urban,100.94,92.98,7.96,7.89,2023-09
2021-10-02,Other,Female,26-35,Low,Urban,98.25,93.07,5.18,5.27,2021-10
2024-11-08,Bhavnagar,Female,26-35,Upper-middle,Rural,59.17,56.17,3.01,5.08,2024-11
2023-06-29,Other,Female,18-25,Lower-middle,Rural,102.18,94.29,7.89,7.72,2023-06
2024-09-08,Ahmedabad,Female,66+,Lower-middle,Rural,90.24,77.2,13.04,14.45,2024-09
2024-04-21,Surat,Female,51-65,Low,Urban,135.61,123.66,11.95,8.81,2024-04
2022-03-16,Ahmedabad,Male,18-25,Lower-middle,Urban,115.52,107.14,8.38,7.25,2022-03
2023-12-23,Other,Male,36-50,Lower-middle,Rural,105.68,95.66,10.02,9.48,2023-12
2023-05-22,Rajkot,Male,0-17,Middle,Rural,87.61,86.06,1.56,1.78,2023-05
2022-10-13,Other,Male,36-50,Lower-middle,Urban,46.04,42.0,4.04,8.78,2022-10
2023-08-01,Other,Male,51-65,Middle,Rural,129.69,118.55,11.14,8.59,2023-08
2021-02-03,Vadodara,Female,26-35,Upper-middle,Urban,150.79,132.33,18.46,12.24,2021-02
2022-12-06,Other,Male,0-17,Lower-middle,Rural,102.85,87.84,15.01,14.59,2022-12
2023-05-17,Gandhinagar,Female,26-35,Middle,Rural,87.62,65.72,21.91,25.0,2023-05
2023-09-12,Rajkot,Male,0-17,Upper-middle,Urban,115.34,105.28,10.06,8.72,2023-09
2023-04-12,Rajkot,Female,51-65,Upper-middle,Rural,110.91,99.56,11.35,10.23,2023-04
2024-01-16,Other,Female,26-35,Lower-middle,Urban,137.9,127.64,10.26,7.44,2024-01
2024-05-18,Other,Male,51-65,Upper-middle,Rural,123.7,123.7,0.0,0.0,2024-05
2022-04-07,Other,Male,26-35,Lower-middle,Urban,87.2,75.44,11.77,13.49,2022-04
2021-03-22,Ahmedabad,Other,18-25,Lower-middle,Urban,121.48,117.13,4.34,3.57,2021-03
2021-11-18,Bhavnagar,Female,51-65,Lower-middle,Urban,149.64,141.23,8.41,5.62,2021-11
2022-02-19,Ahmedabad,Female,51-65,Middle,Urban,135.49,116.57,18.92,13.96,2022-02
2023-09-19,Other,Female,0-17,Middle,Rural,75.18,67.71,7.47,9.94,2023-09
2021-07-09,Ahmedabad,Female,51-65,Upper-middle,Rural,96.64,87.93,8.7,9.0,2021-07
2024-06-10,Vadodara,Female,51-65,Low,Urban,64.25,62.67,1.58,2.46,2024-06
2022-01-27,Other,Female,26-35,Lower-middle,Rural,70.86,65.27,5.59,7.89,2022-01
2024-04-07,Rajkot,Male,51-65,Low,Rural,46.44,39.05,7.39,15.92,2024-04
2021-06-17,Surat,Female,26-35,Low,Urban,141.98,140.35,1.64,1.15,2021-06
2024-06-08,Other,Female,0-17,Low,Urban,133.27,117.64,15.62,11.72,2024-06
2024-03-19,Ahmedabad,Female,26-35,Lower-middle,Urban,106.45,94.73,11.72,11.01,2024-03
2022-10-26,Ahmedabad,Male,51-65,Middle,Urban,99.28,88.22,11.06,11.14,2022-10
2024-11-10,Other,Female,26-35,Middle,Rural,127.03,116.34,10.69,8.42,2024-11
2022-01-16,Bhavnagar,Female,0-17,Lower-middle,Rural,102.53,89.46,13.06,12.74,2022-01
2024-07-22,Vadodara,Male,26-35,Low,Rural,97.33,89.31,8.03,8.25,2024-07
2023-06-17,Other,Male,0-17,Middle,Urban,132.69,119.06,13.63,10.27,2023-06
2023-05-14,Ahmedabad,Male,26-35,Lower-middle,Urban,132.45,118.83,13.61,10.28,2023-05
2021-03-03,Other,Female,36-50,Middle,Rural,40.63,36.83,3.8,9.35,2021-03
2022-06-12,Ahmedabad,Male,36-50,Lower-middle,Rural,104.43,98.61,5.82,5.57,2022-06
2023-05-12,Surat,Male,0-17,Lower-middle,Urban,110.58,96.92,13.65,12.35,2023-05
2021-05-30,Other,Male,51-65,Low,Urban,47.33,43.38,3.96,8.36,2021-05
2024-03-11,Vadodara,Female,51-65,Low,Rural,51.08,43.04,8.04,15.75,2024-03
2021-04-26,Ahmedabad,Female,18-25,Lower-middle,Rural,72.03,61.24,10.79,14.99,2021-04
2023-04-04,Other,Male,36-50,Lower-middle,Rural,56.17,55.26,0.91,1.63,2023-04
2021-03-06,Bhavnagar,Male,26-35,Low,Urban,98.29,89.74,8.55,8.69,2021-03
2024-12-23,Vadodara,Female,26-35,High,Urban,95.28,81.37,13.91,14.59,2024-12
2021-11-06,Other,Female,18-25,Lower-middle,Rural,61.08,54.46,6.62,10.83,2021-11
2022-12-07,Rajkot,Male,51-65,Lower-middle,Urban,101.13,89.83,11.29,11.17,2022-12
2023-05-04,Other,Male,66+,Upper-middle,Rural,88.74,74.24,14.49,16.33,2023-05
2024-12-24,Vadodara,Male,36-50,Upper-middle,Urban,63.17,59.72,3.45,5.46,2024-12
2023-10-21,Surat,Female,0-17,Low,Urban,99.19,91.3,7.9,7.96,2023-10
2024-03-30,Ahmedabad,Male,26-35,Upper-middle,Urban,147.75,138.54,9.21,6.23,2024-03
2021-11-02,Other,Male,18-25,Lower-middle,Urban,79.63,73.94,5.69,7.14,2021-11
2024-10-16,Surat,Male,26-35,Low,Rural,79.3,73.43,5.86,7.39,2024-10
2024-07-25,Gandhinagar,Female,36-50,Low,Urban,99.26,82.73,16.53,16.65,2024-07
2024-08-12,Ahmedabad,Female,0-17,Lower-middle,Rural,67.4,65.08,2.32,3.44,2024-08
2023-05-23,Ahmedabad,Female,18-25,Lower-middle,Rural,108.12,104.09,4.03,3.73,2023-05
2021-06-18,Other,Female,36-50,Middle,Urban,63.38,52.67,10.7,16.89,2021-06
2023-10-28,Other,Female,0-17,Lower-middle,Rural,102.76,97.7,5.06,4.92,2023-10
2024-03-01,Other,Female,36-50,Middle,Urban,72.35,63.97,8.38,11.58,2024-03
2022-08-11,Other,Male,18-25,Middle,Urban,111.9,106.97,4.93,4.41,2022-08
2023-02-01,Other,Female,51-65,High,Urban,116.77,107.85,8.92,7.64,2023-02
2021-12-13,Other,Female,51-65,Lower-middle,Urban,130.13,115.82,14.31,11.0,2021-12
2023-08-13,Ahmedabad,Female,51-65,Lower-middle,Urban,56.42,52.11,4.31,7.64,2023-08
2023-01-05,Other,Male,0-17,Low,Urban,81.22,75.63,5.59,6.88,2023-01
2024-06-30,Ahmedabad,Male,66+,Middle,Urban,144.31,127.9,16.41,11.37,2024-06
2022-02-14,Other,Female,0-17,Lower-middle,Urban,187.68,140.76,46.92,25.0,2022-02
2022-06-27,Other,Female,51-65,Middle,Urban,71.21,68.02,3.18,4.47,2022-06
2021-12-21,Other,Female,26-35,Middle,Rural,57.42,56.04,1.38,2.41,2021-12
2022-12-14,Other,Female,66+,Middle,Urban,102.58,83.2,19.38,18.89,2022-12
2024-10-23,Surat,Male,0-17,Upper-middle,Urban,116.17,102.49,13.68,11.77,2024-10
2022-08-07,Other,Male,36-50,Low,Urban,141.37,131.02,10.34,7.32,2022-08
2022-05-26,Ahmedabad,Male,66+,Upper-middle,Urban,107.86,94.18,13.67,12.68,2022-05
2022-06-17,Other,Male,36-50,Low,Rural,15.41,12.87,2.54,16.5,2022-06
2022-06-12,Ahmedabad,Female,36-50,Lower-middle,Urban,112.34,99.69,12.65,11.26,2022-06
2023-08-05,Bhavnagar,Male,36-50,Low,Urban,59.43,53.83,5.6,9.42,2023-08
2024-11-26,Vadodara,Male,66+,Low,Urban,50.19,47.52,2.67,5.33,2024-11
2024-04-13,Ahmedabad,Male,36-50,Middle,Rural,76.46,70.99,5.47,7.16,2024-04
2023-04-04,Ahmedabad,Male,26-35,Low,Urban,92.12,82.6,9.52,10.34,2023-04
2021-03-19,Surat,Male,18-25,High,Urban,138.69,130.44,8.25,5.95,2021-03
2022-03-16,Ahmedabad,Male,36-50,Upper-middle,Rural,152.85,130.01,22.84,14.94,2022-03
2022-07-03,Other,Male,0-17,Low,Rural,70.1,61.39,8.7,12.41,2022-07
2024-06-09,Other,Male,0-17,Middle,Urban,126.54,116.02,10.53,8.32,2024-06
2022-02-04,Rajkot,Male,36-50,Lower-middle,Urban,86.26,72.51,13.75,15.94,2022-02
2024-05-21,Other,Female,26-35,Upper-middle,Urban,144.88,114.85,30.03,20.73,2024-05
2024-05-01,Surat,Male,18-25,Low,Rural,80.55,69.35,11.2,13.91,2024-05
2022-12-02,Other,Male,36-50,Middle,Rural,85.24,77.31,7.93,9.3,2022-12
2024-07-14,Rajkot,Male,51-65,Middle,Rural,84.67,72.81,11.86,14.01,2024-07
2021-05-06,Bhavnagar,Female,0-17,Upper-middle,Urban,185.41,175.16,10.25,5.53,2021-05
2023-04-14,Surat,Male,26-35,Upper-middle,Rural,144.34,144.34,0.0,0.0,2023-04
2024-11-06,Ahmedabad,Female,0-17,Low,Urban,135.3,124.49,10.81,7.99,2024-11
2022-06-28,Other,Male,51-65,Middle,Urban,96.12,88.25,7.87,8.19,2022-06
2022-05-17,Other,Male,0-17,Low,Rural,80.66,74.53,6.13,7.6,2022-05
2024-11-27,Ahmedabad,Male,26-35,Lower-middle,Rural,93.41,78.35,15.06,16.12,2024-11
2023-04-04,Other,Male,51-65,Lower-middle,Rural,123.95,118.46,5.5,4.43,2023-04
2024-07-08,Ahmedabad,Female,26-35,Low,Rural,37.8,31.49,6.31,16.69,2024-07
2022-01-22,Other,Male,51-65,Lower-middle,Rural,91.76,91.76,0.0,0.0,2022-01
2022-02-16,Other,Female,0-17,Lower-middle,Urban,43.24,42.31,0.93,2.15,2022-02
2024-10-01,Vadodara,Female,0-17,Low,Urban,87.91,72.45,15.46,17.59,2024-10
2024-01-23,Ahmedabad,Male,26-35,Middle,Urban,142.07,117.1,24.97,17.58,2024-01
2021-11-24,Other,Female,36-50,Lower-middle,Urban,85.7,76.41,9.28,10.83,2021-11
2021-04-10,Other,Female,0-17,Upper-middle,Urban,89.82,86.1,3.72,4.14,2021-04
2022-04-06,Gandhinagar,Male,0-17,Lower-middle,Urban,121.75,95.87,25.88,21.26,2022-04
2024-08-31,Ahmedabad,Male,66+,Lower-middle,Rural,34.87,30.49,4.39,12.58,2024-08
2021-01-25,Surat,Male,18-25,Upper-middle,Urban,150.17,125.72,24.45,16.28,2021-01
2022-05-09,Vadodara,Male,36-50,Upper-middle,Urban,112.2,102.83,9.38,8.36,2022-05
2021-12-19,Surat,Male,36-50,Low,Urban,98.63,87.37,11.26,11.42,2021-12
2023-05-19,Bhavnagar,Female,0-17,Middle,Urban,134.39,129.9,4.49,3.34,2023-05
2024-02-15,Other,Female,26-35,Middle,Rural,119.05,116.48,2.57,2.16,2024-02
2021-07-18,Other,Male,18-25,Upper-middle,Rural,160.09,146.17,13.92,8.7,2021-07
2024-07-26,Rajkot,Male,0-17,Middle,Rural,101.11,91.57,9.53,9.43,2024-07
2023-04-27,Other,Male,26-35,Lower-middle,Urban,138.33,117.79,20.54,14.85,2023-04
2024-01-08,Other,Male,36-50,Low,Rural,63.92,58.98,4.94,7.73,2024-01
2024-12-18,Ahmedabad,Male,66+,Low,Urban,125.76,125.76,0.0,0.0,2024-12
2024-10-09,Ahmedabad,Male,26-35,Lower-middle,Urban,133.36,113.32,20.05,15.03,2024-10
2022-06-10,Gandhinagar,Male,51-65,High,Rural,117.16,114.04,3.12,2.66,2022-06
2022-06-25,Other,Male,51-65,High,Urban,175.66,162.61,13.05,7.43,2022-06
2022-04-22,Bhavnagar,Male,26-35,Lower-middle,Urban,101.61,90.79,10.81,10.64,2022-04
2021-01-10,Surat,Male,0-17,Upper-middle,Rural,148.17,132.87,15.3,10.33,2021-01
2024-07-07,Rajkot,Male,18-25,Low,Rural,114.99,106.27,8.72,7.59,2024-07
2022-06-08,Ahmedabad,Male,26-35,Lower-middle,Rural,56.44,46.48,9.96,17.65,2022-06
2023-03-21,Rajkot,Male,26-35,Lower-middle,Urban,142.4,130.64,11.76,8.26,2023-03
2023-02-11,Ahmedabad,Female,36-50,Middle,Rural,85.26,82.68,2.59,3.03,2023-02
2023-05-10,Surat,Female,36-50,Upper-middle,Urban,155.28,148.34,6.94,4.47,2023-05
2023-10-27,Bhavnagar,Male,26-35,Lower-middle,Urban,113.61,96.29,17.32,15.25,2023-10
2023-11-25,Bhavnagar,Male,18-25,Lower-middle,Urban,70.85,70.69,0.17,0.23,2023-11
2021-06-24,Ahmedabad,Male,26-35,Low,Rural,90.22,83.54,6.68,7.4,2021-06
2022-03-18,Rajkot,Male,26-35,Lower-middle,Urban,59.02,47.92,11.1,18.81,2022-03
2024-03-16,Other,Male,36-50,Upper-middle,Urban,157.32,145.05,12.27,7.8,2024-03
2024-05-01,Surat,Male,0-17,Low,Urban,74.72,67.6,7.12,9.53,2024-05
2023-11-03,Vadodara,Male,18-25,Middle,Rural,91.34,83.1,8.25,9.03,2023-11
2021-09-03,Rajkot,Female,18-25,Lower-middle,Rural,27.65,24.24,3.41,12.33,2021-09
2022-11-06,Ahmedabad,Female,26-35,Lower-middle,Rural,54.85,48.82,6.02,10.98,2022-11
2021-04-24,Ahmedabad,Female,36-50,Lower-middle,Rural,97.39,89.59,7.8,8.01,2021-04
2023-10-09,Other,Female,51-65,Lower-middle,Urban,66.5,57.61,8.88,13.36,2023-10
2023-03-05,Other,Male,36-50,High,Urban,209.71,198.8,10.91,5.2,2023-03
2021-08-21,Ahmedabad,Female,36-50,Middle,Urban,153.42,150.35,3.07,2.0,2021-08
2023-09-07,Ahmedabad,Male,18-25,Lower-middle,Rural,68.04,65.39,2.66,3.9,2023-09
2024-09-07,Other,Female,51-65,Upper-middle,Urban,155.85,139.58,16.28,10.44,2024-09
2021-05-06,Bhavnagar,Female,0-17,Upper-middle,Rural,63.77,55.3,8.46,13.27,2021-05
2024-08-29,Rajkot,Male,26-35,Lower-middle,Urban,97.54,93.78,3.76,3.85,2024-08
2022-05-26,Bhavnagar,Female,0-17,Upper-middle,Rural,76.1,73.41,2.69,3.54,2022-05
2021-10-08,Ahmedabad,Male,36-50,Middle,Urban,117.04,102.11,14.93,12.76,2021-10
2023-03-09,Surat,Male,0-17,Middle,Rural,125.38,117.79,7.59,6.05,2023-03
2023-09-05,Other,Female,36-50,Lower-middle,Rural,91.6,78.68,12.92,14.1,2023-09
2023-06-22,Vadodara,Male,0-17,Middle,Urban,125.22,106.39,18.82,15.03,2023-06
2024-07-30,Ahmedabad,Female,0-17,Lower-middle,Rural,84.61,75.4,9.21,10.88,2024-07
2022-10-13,Other,Male,36-50,Low,Rural,56.34,47.09,9.25,16.42,2022-10
2022-01-27,Other,Male,18-25,Lower-middle,Urban,74.5,66.35,8.15,10.94,2022-01
2022-01-17,Other,Female,51-65,Lower-middle,Rural,102.69,101.49,1.2,1.17,2022-01
2021-08-04,Ahmedabad,Female,0-17,Middle,Rural,59.41,55.32,4.09,6.88,2021-08
2022-06-26,Ahmedabad,Male,26-35,Lower-middle,Rural,73.19,69.24,3.95,5.4,2022-06
2022-08-29,Rajkot,Male,51-65,Lower-middle,Urban,118.91,100.11,18.8,15.81,2022-08
2021-04-26,Ahmedabad,Male,26-35,Middle,Urban,93.11,81.95,11.16,11.99,2021-04
2022-05-24,Ahmedabad,Female,18-25,Lower-middle,Urban,141.28,124.35,16.93,11.98,2022-05
2021-09-28,Ahmedabad,Male,66+,Lower-middle,Urban,120.84,113.14,7.7,6.37,2021-09
2024-08-07,Other,Female,26-35,Low,Urban,55.48,51.11,4.37,7.88,2024-08
2023-11-29,Surat,Female,36-50,Middle,Urban,133.19,117.52,15.67,11.77,2023-11
2023-11-14,Gandhinagar,Male,51-65,Upper-middle,Urban,112.34,102.39,9.96,8.86,2023-11
2023-02-15,Vadodara,Male,0-17,Low,Urban,75.8,71.77,4.03,5.32,2023-02
2023-12-03,Bhavnagar,Male,26-35,Middle,Rural,53.63,51.78,1.85,3.45,2023-12
2024-04-08,Gandhinagar,Male,36-50,Lower-middle,Rural,145.79,118.31,27.49,18.85,2024-04
2021-12-06,Vadodara,Female,26-35,Upper-middle,Rural,76.01,60.97,15.04,19.78,2021-12
2021-06-18,Surat,Female,36-50,Low,Rural,77.63,69.83,7.8,10.04,2021-06
2022-10-24,Ahmedabad,Female,51-65,Lower-middle,Rural,71.81,65.31,6.51,9.06,2022-10
2021-05-23,Ahmedabad,Female,18-25,Low,Urban,119.31,107.52,11.79,9.88,2021-05
2024-01-30,Other,Male,18-25,Lower-middle,Urban,191.41,170.03,21.38,11.17,2024-01
2022-07-29,Vadodara,Male,0-17,Lower-middle,Urban,112.1,99.41,12.69,11.32,2022-07
2022-04-20,Ahmedabad,Male,66+,Upper-middle,Urban,99.11,86.77,12.33,12.44,2022-04
2021-11-07,Gandhinagar,Other,0-17,Low,Rural,112.47,88.2,24.27,21.58,2021-11
2023-12-20,Ahmedabad,Female,26-35,Middle,Urban,108.68,95.61,13.07,12.03,2023-12
2023-11-19,Bhavnagar,Female,26-35,Middle,Urban,119.18,94.71,24.47,20.53,2023-11
2022-06-15,Surat,Male,0-17,Low,Urban,110.07,96.32,13.75,12.49,2022-06
2023-09-18,Surat,Female,26-35,High,Urban,156.46,142.07,14.38,9.19,2023-09
2021-03-14,Bhavnagar,Male,18-25,Low,Urban,96.2,87.39,8.81,9.16,2021-03
2024-11-18,Other,Female,51-65,Low,Urban,48.11,40.69,7.42,15.43,2024-11
2023-05-19,Gandhinagar,Male,51-65,High,Rural,136.25,121.81,14.45,10.6,2023-05
2022-01-29,Other,Male,26-35,Lower-middle,Urban,153.4,145.61,7.79,5.08,2022-01
2022-04-26,Gandhinagar,Male,26-35,Lower-middle,Urban,102.61,97.51,5.09,4.96,2022-04
2022-04-18,Ahmedabad,Female,0-17,Lower-middle,Rural,90.87,79.97,10.9,11.99,2022-04
2021-11-09,Ahmedabad,Female,26-35,Low,Rural,155.5,135.15,20.34,13.08,2021-11
2023-08-10,Ahmedabad,Male,26-35,Middle,Rural,142.71,129.88,12.83,8.99,2023-08
2021-11-20,Other,Female,26-35,Middle,Urban,48.42,42.98,5.44,11.23,2021-11
2023-10-10,Other,Female,26-35,Lower-middle,Urban,89.51,70.72,18.8,21.0,2023-10
2023-08-23,Ahmedabad,Female,0-17,Low,Urban,19.37,17.21,2.17,11.18,2023-08
2021-03-28,Rajkot,Female,0-17,Lower-middle,Rural,96.42,89.84,6.58,6.82,2021-03
2021-12-25,Surat,Male,26-35,Upper-middle,Urban,124.1,108.91,15.19,12.24,2021-12
2022-11-26,Other,Female,26-35,Low,Rural,91.77,91.77,0.0,0.0,2022-11
2021-07-16,Ahmedabad,Male,0-17,Low,Urban,61.14,56.47,4.67,7.64,2021-07
2023-01-26,Other,Male,36-50,Lower-middle,Urban,142.62,133.45,9.16,6.42,2023-01
2023-09-04,Other,Female,0-17,Upper-middle,Urban,143.38,131.75,11.63,8.11,2023-09
2024-11-09,Surat,Male,0-17,Lower-middle,Urban,124.81,115.14,9.67,7.75,2024-11
2024-02-16,Vadodara,Female,36-50,Middle,Urban,119.91,109.44,10.47,8.73,2024-02
2022-05-13,Ahmedabad,Male,0-17,Low,Urban,103.54,92.29,11.24,10.86,2022-05
2023-06-27,Other,Male,0-17,Lower-middle,Urban,94.41,86.45,7.95,8.43,2023-06
2023-07-20,Surat,Female,0-17,Middle,Urban,76.62,69.89,6.73,8.78,2023-07
2022-04-07,Other,Female,51-65,Lower-middle,Urban,139.43,136.46,2.97,2.13,2022-04
2023-08-28,Gandhinagar,Female,0-17,Middle,Urban,124.31,124.31,0.0,0.0,2023-08
2024-06-24,Gandhinagar,Male,51-65,Lower-middle,Rural,71.84,64.13,7.71,10.73,2024-06
2021-08-22,Ahmedabad,Female,36-50,Middle,Urban,99.21,96.19,3.03,3.05,2021-08
2022-02-21,Other,Male,51-65,Upper-middle,Urban,167.92,136.28,31.64,18.84,2022-02
2024-10-20,Ahmedabad,Male,36-50,Low,Urban,36.53,32.88,3.64,9.98,2024-10
2021-06-02,Ahmedabad,Male,0-17,Lower-middle,Rural,104.59,98.49,6.1,5.83,2021-06
2021-09-29,Other,Female,36-50,Middle,Urban,98.99,91.47,7.52,7.6,2021-09
2022-01-27,Vadodara,Male,26-35,Middle,Urban,87.78,85.08,2.69,3.07,2022-01
2022-07-01,Other,Male,26-35,Middle,Urban,103.12,89.31,13.81,13.39,2022-07
2022-12-26,Surat,Female,36-50,Lower-middle,Rural,95.69,88.04,7.65,8.0,2022-12
2024-12-24,Other,Female,0-17,Lower-middle,Urban,179.08,144.65,34.43,19.23,2024-12
2021-07-08,Rajkot,Male,18-25,Lower-middle,Urban,88.92,82.03,6.9,7.76,2021-07
2023-03-23,Ahmedabad,Female,66+,Lower-middle,Rural,78.25,63.57,14.68,18.76,2023-03
2024-06-29,Other,Male,51-65,Middle,Urban,124.3,119.14,5.16,4.15,2024-06
2022-01-30,Ahmedabad,Male,26-35,Middle,Urban,118.03,101.56,16.47,13.95,2022-01
2022-10-24,Other,Male,66+,Lower-middle,Rural,56.23,50.0,6.23,11.08,2022-10
2023-05-03,Ahmedabad,Male,0-17,Upper-middle,Rural,117.46,94.36,23.1,19.66,2023-05
2024-05-27,Gandhinagar,Male,18-25,Low,Rural,88.95,80.4,8.55,9.62,2024-05
2022-08-17,Other,Male,26-35,Upper-middle,Rural,65.75,56.36,9.39,14.28,2022-08
2021-07-09,Surat,Male,36-50,Low,Rural,48.46,44.18,4.28,8.84,2021-07
2021-08-22,Surat,Female,51-65,Middle,Urban,35.3,30.59,4.71,13.35,2021-08
2021-08-20,Other,Female,36-50,Lower-middle,Urban,98.12,83.03,15.09,15.38,2021-08
2021-12-24,Surat,Male,36-50,Lower-middle,Urban,126.16,108.61,17.55,13.91,2021-12
2022-04-23,Ahmedabad,Male,66+,Upper-middle,Urban,146.69,131.19,15.5,10.57,2022-04
2024-12-23,Ahmedabad,Male,26-35,Lower-middle,Urban,87.75,76.78,10.97,12.5,2024-12
2021-08-25,Rajkot,Female,0-17,Low,Urban,64.63,51.04,13.59,21.03,2021-08
2023-11-23,Other,Female,36-50,Middle,Urban,91.26,86.22,5.05,5.53,2023-11
2021-08-01,Rajkot,Female,36-50,Upper-middle,Rural,97.79,93.05,4.74,4.85,2021-08
2022-01-14,Other,Male,51-65,Upper-middle,Urban,73.14,63.54,9.6,13.12,2022-01
2023-10-23,Surat,Male,26-35,Lower-middle,Urban,75.3,65.37,9.93,13.18,2023-10
2023-06-28,Ahmedabad,Male,0-17,Upper-middle,Urban,127.38,111.22,16.16,12.69,2023-06
2022-03-26,Vadodara,Male,0-17,Middle,Rural,108.54,93.01,15.53,14.31,2022-03
2022-07-23,Rajkot,Female,51-65,Upper-middle,Rural,129.76,117.61,12.15,9.36,2022-07
2024-12-21,Ahmedabad,Female,66+,Middle,Urban,113.86,102.54,11.32,9.94,2024-12
2023-03-24,Other,Female,18-25,Upper-middle,Rural,106.5,93.61,12.89,12.1,2023-03
2021-10-06,Bhavnagar,Female,36-50,Lower-middle,Rural,85.03,74.77,10.26,12.07,2021-10
2021-08-02,Other,Male,26-35,Lower-middle,Urban,136.08,118.41,17.68,12.99,2021-08
2024-08-01,Gandhinagar,Female,36-50,Low,Urban,73.89,65.12,8.77,11.87,2024-08
2022-12-19,Ahmedabad,Female,0-17,Middle,Urban,49.41,40.35,9.06,18.33,2022-12
2023-08-28,Surat,Male,66+,Low,Urban,109.62,105.42,4.2,3.84,2023-08
2024-07-21,Bhavnagar,Female,26-35,Lower-middle,Urban,93.71,70.56,23.15,24.71,2024-07
2023-11-01,Ahmedabad,Female,36-50,Middle,Rural,39.99,34.44,5.55,13.87,2023-11
2023-05-21,Vadodara,Male,26-35,Upper-middle,Urban,136.75,124.26,12.49,9.13,2023-05
2023-12-07,Gandhinagar,Male,51-65,Upper-middle,Rural,102.61,92.07,10.54,10.27,2023-12
2022-03-14,Ahmedabad,Male,36-50,Middle,Rural,120.78,107.4,13.38,11.08,2022-03
2022-11-02,Ahmedabad,Male,18-25,Upper-middle,Urban,183.36,165.74,17.63,9.61,2022-11
2023-06-23,Gandhinagar,Male,26-35,Middle,Rural,25.63,22.64,2.99,11.68,2023-06
2024-12-21,Other,Female,36-50,Low,Urban,123.92,108.3,15.61,12.6,2024-12
2024-12-26,Other,Female,18-25,Lower-middle,Rural,59.96,54.2,5.76,9.61,2024-12
2024-02-28,Ahmedabad,Male,36-50,Upper-middle,Rural,72.06,66.33,5.73,7.95,2024-02
2023-11-12,Rajkot,Male,36-50,Upper-middle,Urban,99.88,91.91,7.97,7.98,2023-11
2023-06-11,Vadodara,Female,0-17,Upper-middle,Rural,96.46,93.4,3.06,3.17,2023-06
2022-01-24,Ahmedabad,Male,51-65,Low,Rural,71.22,62.95,8.26,11.6,2022-01
2021-05-15,Gandhinagar,Male,26-35,Middle,Urban,108.27,95.43,12.84,11.86,2021-05
2022-06-16,Surat,Female,51-65,Lower-middle,Urban,97.61,86.85,10.77,11.03,2022-06
2021-08-08,Rajkot,Male,0-17,Lower-middle,Urban,182.48,164.45,18.03,9.88,2021-08
2021-11-29,Rajkot,Female,51-65,Low,Rural,5.0,4.26,0.74,14.71,2021-11
2024-02-28,Rajkot,Male,36-50,Lower-middle,Urban,104.26,96.66,7.61,7.3,2024-02
2023-11-22,Surat,Male,36-50,Lower-middle,Rural,47.1,40.19,6.91,14.68,2023-11
2024-12-19,Bhavnagar,Female,26-35,Lower-middle,Urban,92.36,88.83,3.53,3.82,2024-12
2024-08-14,Surat,Other,26-35,Middle,Urban,49.32,47.95,1.37,2.78,2024-08
2021-12-23,Other,Female,51-65,Low,Rural,96.02,84.12,11.9,12.39,2021-12
2022-02-05,Rajkot,Male,66+,Lower-middle,Urban,91.42,76.09,15.33,16.77,2022-02
2023-06-15,Ahmedabad,Male,26-35,Lower-middle,Urban,143.01,143.01,0.0,0.0,2023-06
